Hover,Contact and Latest Updates,3216.7000000029802,
Hover,Contact and Latest Updates,3570.6000000089407,353.90000000596046
Hover,Application Sectors,3772.1000000089407,201.5
Hover,Application Sectors,4375,602.8999999910593
Hover,Sliding Logos,4430.5,55.5
Hover,Application Sectors,4631.600000008941,201.1000000089407
Hover,Forestry,5103.5,471.8999999910593
Hover,Telangana,5311.600000008941,208.1000000089407
Hover,Karnataka,5318.79999999702,7.199999988079071
Hover,Telangana WRIS,5353.100000008941,34.30000001192093
Hover,WBIS,5401.79999999702,48.69999998807907
Hover,Decentraslised Planning,5512.79999999702,111
Hover,Himachal Pradesh,5547.5,34.70000000298023
Hover,Punjab Forest,5915.29999999702,367.79999999701977
Hover,Bhuvan Lite,6692.4000000059605,777.1000000089407
Hover,Bhuvan Lite,6699.9000000059605,7.5
Hover,Bhuvan Central Applications,7559.5,859.5999999940395
Hover,Maps & OGC Services,7837.29999999702,277.79999999701977
Button Click,"Maps & OGC Services",8140,302.70000000298023
Hover,Bhuvan Central Applications,8308.5,168.5
Button Click,"Bhuvan Central Applications",8569.10000000894,260.6000000089407
Hover,Maps & OGC Services,8809.90000000596,240.79999999701977
Hover,Visualisation & Free Download,9170.5,360.59999999403954
Hover,Visualisation & Free Download,9239.79999999702,69.29999999701977
Button Click,"Visualisation & Free Download",9473.5,233.70000000298023
Hover,Bhuvan 3D,9779.70000000298,306.20000000298023
Hover,Climate & Environment,9814.10000000894,34.400000005960464
Hover,Climate & Environment,9828,13.899999991059303
Hover,Application Sectors,10514.90000000596,686.9000000059605
Hover,Search,11028.40000000596,0
